301  Fac. de Ciencias Económicas y Empresariales
302  Fac. de Medicina
303  Fac. de Ciencias
304  Fac. de Filosofía y Letras
305  Fac. de Derecho
306  E.T.S. de Ingenieros en Informática
307  E.T.S. de Ingenieros de Telecomunicación
308  E.T.S. de Ingenieros Industriales
309  Fac. de Ciencias de la Información
310  Fac. de Ciencias de la Educación
311  Fac. de Psicología
